,MIN,MAX,MEAN,RMS,VAR,STD,POWER,PEAK,P2P,CREST FACTOR,SKEW,KURTOSIS,MAX_f,SUM_f,MEAN_f,VAR_f,PEAK_f,SKEW_f,KURTOSIS_f
0,-1.99993896484375,584.874,145.75671868969425,238.77532781331604,35768.63612916987,189.125979519393,57013.657172356536,584.874,586.8739389648438,2.4494741787446213,[ 1.35305100e-16 -6.82611184e-01],[-1.2         0.39996248],2.925950560934393,228054.62868942617,0.9733279358842623,0.7579157355096503,2.925950560934393,[ 1.35305100e-16 -6.82611184e-01],[-1.2         0.39996248]
0,-2.0,519.009,130.15247325280853,211.88594057788868,27955.985520753522,167.20043516915118,44895.651814576566,519.009,521.009,2.4494735166688124,[-8.73009024e-17 -7.19983533e-01],[-1.2         3.63198701],2.5971431457888587,179582.60725830626,0.863909556161033,0.5970882128310654,2.5971431457888587,[-8.73009024e-17 -7.19983533e-01],[-1.2         3.63198701]
0,-1.8439941,594.119,148.44202193750084,242.548684685483,36794.83056576437,191.81978668991468,58829.86444265786,594.119,595.9629941000001,2.4494834955316462,[-4.07236997e-16  1.37633061e+00],[-1.2         4.78991391],2.9749386113977745,235319.4577706315,0.9901350552487188,0.7843025485279527,2.9749386113977745,[-4.07236997e-16  1.37633061e+00],[-1.2         4.78991391]
0,-1.2717285,519.631,129.97043950184923,212.1391007470952,28110.682921482367,167.66240759777477,45002.99806578621,519.631,520.9027285,2.4494824300188105,[-1.73948781e-16  3.04544287e-01],[-1.2      0.84724],2.5977530861359712,180011.9922631449,0.8658418898296565,0.5997522561574985,2.5977530861359712,[-1.73948781e-16  3.04544287e-01],[-1.2      0.84724]
0,-2.0,625.444,156.32775870484753,255.33698649634007,40758.60853135112,201.8876136154745,65196.97667303215,625.444,627.444,2.4494845364244355,[ 5.38995380e-16 -6.33138321e-01],[-1.2         0.60304484],3.1293199783782484,260787.9066921286,1.0426845041106727,0.86976130384386,3.1293199783782484,[ 5.38995380e-16 -6.33138321e-01],[-1.2         0.60304484]
0,-2.0,499.808,124.61441324581757,204.04779685350078,26106.75141216815,161.5758379590468,41635.50340076753,499.808,501.808,2.449465310124592,[-1.06783882e-15  2.48385894e-01],[-1.2        -0.32376814],2.5013945260701202,166542.01360307014,0.8335102378436806,0.5557949755826423,2.5013945260701202,[-1.06783882e-15  2.48385894e-01],[-1.2        -0.32376814]
0,-1.812744140625,473.971,118.52575711964481,193.4984655314223,23393.301062229984,152.94868767737103,37441.656163015025,473.971,475.783744140625,2.449481956863537,[ 5.65818315e-16 -2.48158428e-01],[-1.2         1.06872326],2.3725545529719634,149766.62465206007,0.7903085140791755,0.4996775251795511,2.3725545529719634,[ 5.65818315e-16 -2.48158428e-01],[-1.2         1.06872326]
0,-1.3564453,618.441,154.48161034127367,252.47811017071834,39880.62818174429,199.70134747102807,63745.19611537738,618.441,619.7974453,2.4494836387274455,[ 1.95258799e-16 -5.28443124e-01],[-1.2         0.72518119],3.0964372749424927,254980.78446150952,1.0314756652973687,0.8511638019537175,3.0964372749424927,[ 1.95258799e-16 -5.28443124e-01],[-1.2         0.72518119]
0,-2.0,599.792,149.94211124913392,244.86473632974955,37476.10237199011,193.58745406660555,59958.73909783777,599.792,601.792,2.449482963493298,[ 4.90184420e-17 -7.93405333e-01],[-1.2         4.55128475],3.014089407223033,239834.9563913511,0.9998455692675723,0.7997644715713627,3.014089407223033,[ 4.90184420e-17 -7.93405333e-01],[-1.2         4.55128475]
0,-2.0,615.097,153.76037044078495,251.11285604008793,39415.414950522536,198.5331583149841,63057.666468609925,615.097,617.097,2.4494843063781855,[-3.59378466e-16  4.57031909e-01],[-1.2         7.43613963],3.120540878162309,252230.66587443976,1.039320715793281,0.8641588820174962,3.120540878162309,[-3.59378466e-16  4.57031909e-01],[-1.2         7.43613963]
0,-2.0,648.104,162.02270685980398,264.5881717890091,43755.543112472194,209.17825678705756,70006.90065065018,648.104,650.104,2.4494821352664946,[ 7.90741693e-16 -1.10562160e+00],[-1.2        2.0551417],3.2500759817747835,280027.6026026007,1.0799534223536063,0.9330555690844312,3.2500759817747835,[ 7.90741693e-16 -1.10562160e+00],[-1.2        2.0551417]
0,-2.0,578.031,144.42940707249193,235.9811640710198,34827.256169002,186.62062096403494,55687.10979631357,578.031,580.031,2.4494793992372985,[-7.96137855e-16 -1.14251472e+00],[-1.2         1.54337295],2.906936470960005,222748.43918525428,0.9642455637261665,0.7438313396694014,2.906936470960005,[-7.96137855e-16 -1.14251472e+00],[-1.2         1.54337295]
0,-2.0,461.766,115.42832489745419,188.51603882960578,22214.59870737319,149.04562626046155,35538.29689600543,461.766,463.766,2.4494785847764233,[-4.53397399e-16 -1.35344846e+00],[-1.2         4.21912444],2.3121551096814006,142153.1875840217,0.7696270117811294,0.47387046211530676,2.3121551096814006,[-4.53397399e-16 -1.35344846e+00],[-1.2         4.21912444]
0,-2.0,555.176,138.94615344122312,226.65052712449207,32064.427889698196,179.06542907467704,51370.46144581011,555.176,557.176,2.4494802948111354,[-2.00463623e-16 -1.69501304e+00],[-1.2         8.18344083],2.7801169486224824,205481.84578324045,0.9260611019218725,0.6860852543259879,2.7801169486224824,[-2.00463623e-16 -1.69501304e+00],[-1.2         8.18344083]
0,-2.0,549.896,137.47562340280933,224.49468533138665,31498.316712047257,177.47765130305072,50397.8637420383,549.896,551.896,2.4494833772491043,[ 6.76208053e-16 -1.08921936e-03],[-1.2         5.63227009],2.7501684986809942,201591.45496815327,0.9163247953097876,0.6717275669129013,2.7501684986809942,[ 6.76208053e-16 -1.08921936e-03],[-1.2         5.63227009]
0,-2.0,446.256,111.59318418359524,182.1838511654316,20737.916869234316,144.00665564214148,33190.95562546813,446.256,448.256,2.4494816480456234,[ 1.59796600e-16 -4.41781695e-01],[-1.2        13.43452801],2.2314257822197177,132763.82250187252,0.7431254617917815,0.4417931874084985,2.2314257822197177,[ 1.59796600e-16 -4.41781695e-01],[-1.2        13.43452801]
0,-0.718017578125,694.596,173.65794392761202,283.56815407959,50253.81651894046,224.1736302934412,80410.8980081061,694.596,695.314017578125,2.4494852119573536,[3.81420439e-16 5.71623954e-01],[-1.2         4.74285667],3.473389228110154,321643.59203242447,1.1574576521203668,1.0717754792854401,3.473389228110154,[3.81420439e-16 5.71623954e-01],[-1.2         4.74285667]
0,-2.0,416.877,104.34955560389531,170.19054964751274,18075.993434592074,134.44699116972487,28964.823189322502,416.877,418.877,2.449472082106837,[ 4.98584089e-16 -8.86835714e-01],[-1.2        0.8474852],2.0909127744384266,115859.29275729004,0.6945334545684468,0.38591619175814046,2.0909127744384266,[ 4.98584089e-16 -8.86835714e-01],[-1.2        0.8474852]
0,-0.99121094,354.333,88.78765651266626,144.65669382716817,13042.311119995862,114.20293831594641,20925.55906900707,354.333,355.32421094,2.4494753103050133,[-2.01147688e-16  1.05633647e+00],[-1.2         5.42503957],1.77512171441073,83702.2362760283,0.5904503123308994,0.27891357230158875,1.77512171441073,[-2.01147688e-16  1.05633647e+00],[-1.2         5.42503957]
0,-2.0,400.589,100.2239331693589,163.54034673789243,16700.608231213962,129.23083312899428,26745.445011150085,400.589,402.589,2.4494811707965103,[8.61970409e-16 3.76386186e-01],[-1.2         4.85865438],2.0043014794732508,106981.78004460034,0.6675680164524282,0.3565237624370486,2.0043014794732508,[8.61970409e-16 3.76386186e-01],[-1.2         4.85865438]
0,-1.793701171875,747.541,186.89137468054176,305.18287891737464,58208.2036543143,241.26376365777415,93136.58958429693,747.541,749.334701171875,2.449485379559545,[ 9.74773351e-16 -3.81610103e-01],[-1.2         7.37425135],3.740486615297585,372546.3583371877,1.2456744808513927,1.2413745789414903,3.740486615297585,[ 9.74773351e-16 -3.81610103e-01],[-1.2         7.37425135]
